Room ID;Name;Host ID;Neighbourhood;Room type;Room Price;Minimum nights;Number of reviews;Date last review;Number of reviews per month;Rooms rent by the host;Availibility;Updated Date;City;Country;Coordinates;Location
6242596;Sunny one room apartment close to city centre;32407483;Neubau;Entire home/apt;60;3;5;15.07.2016;0.08;1;0;16.06.2020;Vienna;Austria;48.2050481157851, 16.342024910548787;Austria, Vienna, Neubau
6431492;Beautiful rooftop apartment centrally located;24079889;Margareten;Entire home/apt;57;2;4;14.03.2020;0.06;1;13;16.06.2020;Vienna;Austria;48.19419744495172, 16.35818986765181;Austria, Vienna, Margareten
6434779;pleasant studio in popular area;5888815;Alsergrund;Entire home/apt;45;3;21;31.01.2020;0.36;5;209;16.06.2020;Vienna;Austria;48.224513829251244, 16.35299720956224;Austria, Vienna, Alsergrund
6470780;Blaue Donau;31271400;Landstra§e;Entire home/apt;125;3;28;05.09.2019;0.45;16;0;16.06.2020;Vienna;Austria;48.20404761003799, 16.382685667438295;Austria, Vienna, Landstra§e
6622863;Stylish Apartment at Naschmarkt;9556855;Mariahilf;Entire home/apt;130;4;17;16.11.2019;0.66;12;364;16.06.2020;Vienna;Austria;48.199228593779345, 16.361312656074166;Austria, Vienna, Mariahilf
6664910;20 min by foot to the center;31849599;Leopoldstadt;Entire home/apt;35;7;31;11.12.2018;0.51;1;361;16.06.2020;Vienna;Austria;48.222571937217005, 16.383063945234877;Austria, Vienna, Leopoldstadt
7112561;Wohnung bei der U3;37257882;Penzing;Entire home/apt;30;20;0;;;1;0;16.06.2020;Vienna;Austria;48.19646962662187, 16.313432133179006;Austria, Vienna, Penzing
7541039;2-Zimmer-Wohnung mit eigenem Garten;39512172;Liesing;Entire home/apt;23;1;0;;;1;0;16.06.2020;Vienna;Austria;48.14769056593431, 16.277678787701994;Austria, Vienna, Liesing
7677851;Pippi Langstrumpf Apartment;40099522;Favoriten;Entire home/apt;59;2;1;02.01.2020;0.18;1;179;16.06.2020;Vienna;Austria;48.173714161909295, 16.38348492213065;Austria, Vienna, Favoriten
7766437;Apartment with patio and roof-decks;24160459;Alsergrund;Entire home/apt;54;2;123;22.12.2019;Лют.39;2;244;16.06.2020;Vienna;Austria;48.22358652968643, 16.354126445936956;Austria, Vienna, Alsergrund
7793587;Im Zentrum: ruhig & schön, beste Infrastruktur;748953;Brigittenau;Entire home/apt;48;30;12;02.02.2020;0.26;2;19;16.06.2020;Vienna;Austria;48.230003051214844, 16.367767005702703;Austria, Vienna, Brigittenau
7886445;Ruhig und grün - mitten in Wien!;14328024;Whring;Entire home/apt;59;3;0;;;3;0;16.06.2020;Vienna;Austria;48.232046856658755, 16.317679341231386;Austria, Vienna, Whring
7962637;Cosy 2-Room Apartment with big sunny Terrace!;4417389;Dbling;Entire home/apt;65;2;47;26.12.2019;Січ.27;1;0;16.06.2020;Vienna;Austria;48.253602407158915, 16.368194260089858;Austria, Vienna, Dbling
8786653;BE CENTRAL BE PART OF THE CITY;11079884;Innere Stadt;Entire home/apt;47;2;2;10.01.2020;0.16;1;83;16.06.2020;Vienna;Austria;48.20830238684001, 16.373525659030037;Austria, Vienna, Innere Stadt
8820001;Large Private Apartment in Vienna;31994180;Ottakring;Entire home/apt;50;1;1;01.12.2015;0.02;1;0;16.06.2020;Vienna;Austria;48.21256880144953, 16.313109146721256;Austria, Vienna, Ottakring
9216910;Big Apartment with garden and view;1295139;Ottakring;Entire home/apt;70;2;2;01.01.2018;0.04;1;0;16.06.2020;Vienna;Austria;48.217396846449205, 16.291318326433846;Austria, Vienna, Ottakring
9264359;15 minutes to city centre;9865820;Hietzing;Entire home/apt;42;2;88;19.01.2020;Січ.68;1;0;16.06.2020;Vienna;Austria;48.187950046951975, 16.289792661146738;Austria, Vienna, Hietzing
9308262;Apartment no. 4 near Vienna Schönbrunn/Westbahnhof;47957880;Rudolfsheim-Fnfhaus;Entire home/apt;42;1;28;04.03.2020;0.52;11;167;16.06.2020;Vienna;Austria;48.18774340900993, 16.332017941787456;Austria, Vienna, Rudolfsheim-Fnfhaus
9648840;Spacey and cool apartment;8551033;Leopoldstadt;Entire home/apt;55;3;4;14.07.2016;0.07;1;0;16.06.2020;Vienna;Austria;48.225198966175505, 16.401051731118066;Austria, Vienna, Leopoldstadt
9874174;Cozy&modern city studio;32176939;Favoriten;Entire home/apt;65;1;0;;;1;0;16.06.2020;Vienna;Austria;48.1812863115336, 16.37763181556326;Austria, Vienna, Favoriten
9952616;2 bedrooms + private bathroom,  WC;51145598;Whring;Entire home/apt;54;2;64;09.12.2019;Січ.27;1;364;16.06.2020;Vienna;Austria;48.22285468515777, 16.33939388611027;Austria, Vienna, Whring
9973043;Bright Apartment near Palace Schönbrunn + Garage;51247351;Penzing;Entire home/apt;48;2;171;21.05.2020;Бер.15;1;130;16.06.2020;Vienna;Austria;48.19358973690331, 16.30308662658498;Austria, Vienna, Penzing
10099797;Studio near Schönbrunn with free car park;42314624;Rudolfsheim-Fnfhaus;Entire home/apt;45;7;12;25.03.2020;0.22;1;364;16.06.2020;Vienna;Austria;48.185749194651315, 16.324130561855075;Austria, Vienna, Rudolfsheim-Fnfhaus
10149627;Design Studio Vienna City Centre;50207566;Leopoldstadt;Entire home/apt;69;1;248;15.03.2020;Кві.73;2;22;16.06.2020;Vienna;Austria;48.21520452462045, 16.384919842269902;Austria, Vienna, Leopoldstadt
10920498;Versatile apartment with piano;18339334;Whring;Entire home/apt;39;2;2;28.03.2016;0.04;1;0;16.06.2020;Vienna;Austria;48.236982304382956, 16.320204541954034;Austria, Vienna, Whring
10943158;4 minutes to St Stephan cathedral near Stadtpark;518644;Landstra§e;Entire home/apt;99;1;26;20.01.2020;0.52;52;0;16.06.2020;Vienna;Austria;48.20351643143987, 16.39634549625059;Austria, Vienna, Landstra§e
10961952;Ein-Zimmer-Appartment;56860988;Hietzing;Entire home/apt;40;1;1;03.06.2016;0.02;1;0;16.06.2020;Vienna;Austria;48.18823348869105, 16.299996956912054;Austria, Vienna, Hietzing
11153415;Modern, elegant, close to Schönbrunn.;45681022;Meidling;Entire home/apt;82;2;71;06.01.2020;Січ.36;2;38;16.06.2020;Vienna;Austria;48.18207033463631, 16.323622720571947;Austria, Vienna, Meidling
11494313;ARTHOUSE Delux|Stephansplatz CENTER;60055922;Innere Stadt;Entire home/apt;89;1;167;18.02.2020;Бер.22;5;195;16.06.2020;Vienna;Austria;48.20807945382083, 16.370950313173893;Austria, Vienna, Innere Stadt
11703500;Central Apartment with Fantastic View;35149155;Innere Stadt;Entire home/apt;80;3;209;01.06.2020;Кві.13;2;82;16.06.2020;Vienna;Austria;48.216554637580245, 16.365532958672073;Austria, Vienna, Innere Stadt
11796641;Stylish Apartment close to Augarten;12298816;Leopoldstadt;Entire home/apt;69;2;9;01.04.2018;0.19;1;0;16.06.2020;Vienna;Austria;48.22523636788011, 16.38627658573437;Austria, Vienna, Leopoldstadt
12243513;Supreme Studio near Oper - Apt 8B;1547126;Innere Stadt;Entire home/apt;93;1;104;16.02.2020;02.Тра;38;285;16.06.2020;Vienna;Austria;48.20329461799565, 16.36603710508389;Austria, Vienna, Innere Stadt
12371985;Big beautiful city apartment -  central location;27375385;Josefstadt;Entire home/apt;178;2;52;18.12.2019;01.Кві;3;364;16.06.2020;Vienna;Austria;48.211542775924194, 16.34727397443882;Austria, Vienna, Josefstadt
12423301;Classic 19th Century, central & quiet (8);29494065;Whring;Entire home/apt;50;2;72;05.01.2020;Січ.51;12;209;16.06.2020;Vienna;Austria;48.22073471479986, 16.338496213318116;Austria, Vienna, Whring
12460202;Historic apartment with balcony;7391929;Meidling;Entire home/apt;150;8;9;03.12.2019;0.19;1;287;16.06.2020;Vienna;Austria;48.1807249087422, 16.317951544074624;Austria, Vienna, Meidling
13107611;SUNNY FLAT :);8499798;Hietzing;Entire home/apt;60;15;0;;;1;0;16.06.2020;Vienna;Austria;48.173412391996955, 16.28736231056108;Austria, Vienna, Hietzing
13195488;City Appartment with shared garden & pool;12088895;Floridsdorf;Entire home/apt;85;4;0;;;2;130;16.06.2020;Vienna;Austria;48.25940479802328, 16.40618964917627;Austria, Vienna, Floridsdorf
13649688;entire apartment with roof top terrace;56804832;Neubau;Entire home/apt;80;7;3;27.08.2017;0.06;1;0;16.06.2020;Vienna;Austria;48.20627774027678, 16.343361364724544;Austria, Vienna, Neubau
13697993;Zentral ruhig entspannt;15278456;Josefstadt;Entire home/apt;60;4;28;19.06.2017;0.59;1;0;16.06.2020;Vienna;Austria;48.21445500224382, 16.343775349771086;Austria, Vienna, Josefstadt
13712472;Vienna Apartments, Hauptbahnhof (Hbf);46938364;Favoriten;Entire home/apt;95;15;0;;;5;365;16.06.2020;Vienna;Austria;48.184622403644035, 16.38065659793034;Austria, Vienna, Favoriten
13835589;Very nice apartment, very central location! 95 m2!;40267960;Mariahilf;Entire home/apt;102;2;181;16.02.2020;Бер.82;2;347;16.06.2020;Vienna;Austria;48.19817845390461, 16.34911582208357;Austria, Vienna, Mariahilf
13857651;Great Apartment in Old Town City Center!;38002993;Landstra§e;Entire home/apt;40;1;256;01.03.2020;Тра.35;1;354;16.06.2020;Vienna;Austria;48.19102053681985, 16.38745005920369;Austria, Vienna, Landstra§e
13971412;Friendly and cozy flat in Vienna's city centre;23441685;Margareten;Entire home/apt;39;2;228;05.03.2020;Кві.85;1;145;16.06.2020;Vienna;Austria;48.18493589330088, 16.35273137515199;Austria, Vienna, Margareten
14496536;Great 2 bedroom apartment with AC - 4;9158703;Neubau;Entire home/apt;140;3;0;;;37;361;16.06.2020;Vienna;Austria;48.20242363864838, 16.348874378884673;Austria, Vienna, Neubau
14666221;Sounds&Vibes Apartment;40350368;Whring;Entire home/apt;70;2;84;30.12.2019;Січ.83;1;135;16.06.2020;Vienna;Austria;48.222689251260235, 16.343392669344887;Austria, Vienna, Whring
14756317;Tolles Apartment 14b im 5. Bezirk-Zentrum-Nähe;59901172;Margareten;Entire home/apt;50;3;35;01.01.2020;0.78;6;46;16.06.2020;Vienna;Austria;48.19095284294638, 16.358946188961433;Austria, Vienna, Margareten
15409699;Zentrale Wohnung mit Gartenbenutzung;95569834;Mariahilf;Entire home/apt;100;2;15;15.12.2019;0.41;2;299;16.06.2020;Vienna;Austria;48.19579538048234, 16.35059321088762;Austria, Vienna, Mariahilf
15432244;Spacious downtown Penthouse Apartment very quiet;13302471;Leopoldstadt;Entire home/apt;89;3;0;;;1;0;16.06.2020;Vienna;Austria;48.219440661005315, 16.375303037229017;Austria, Vienna, Leopoldstadt
15513802;Nice Apt with3 bathrooms, 3 kitchens near old city;518644;Landstra§e;Entire home/apt;390;1;0;;;52;181;16.06.2020;Vienna;Austria;48.20300787637283, 16.39390629918752;Austria, Vienna, Landstra§e
15533110;GOODMAN'S HOME VIENNA I;99909244;Ottakring;Entire home/apt;40;2;133;13.03.2020;03.Січ;7;327;16.06.2020;Vienna;Austria;48.219175514676884, 16.317804978417676;Austria, Vienna, Ottakring
15556377;Extraordinary apartment with huge terrace;19520876;Alsergrund;Entire home/apt;39;2;3;11.12.2016;0.07;1;0;16.06.2020;Vienna;Austria;48.231403624160585, 16.359281836470366;Austria, Vienna, Alsergrund
15593148;Fancy flat with lots of space in central Vienna;11318505;Mariahilf;Entire home/apt;40;10;22;06.01.2020;0.54;1;84;16.06.2020;Vienna;Austria;48.19169188114692, 16.351597287615448;Austria, Vienna, Mariahilf
15742962;Central Opera Apartment;101738729;Innere Stadt;Entire home/apt;99;2;323;09.06.2020;Лип.39;1;49;16.06.2020;Vienna;Austria;48.205099240936455, 16.372886652260004;Austria, Vienna, Innere Stadt
16138213;Exclusive Apartment next to Belvedere Palace;103131392;Landstra§e;Entire home/apt;55;1;184;25.05.2020;Тра.27;7;333;16.06.2020;Vienna;Austria;48.18934858411236, 16.385993420831095;Austria, Vienna, Landstra§e
16247903;Urban Lodge (23), City Studio Vienna;909601;Leopoldstadt;Entire home/apt;225;2;18;24.11.2019;0.51;24;357;16.06.2020;Vienna;Austria;48.21881289657783, 16.40756993116639;Austria, Vienna, Leopoldstadt
16297469;Calm, bright and cosy flat;11922543;Alsergrund;Entire home/apt;45;3;2;18.02.2017;0.05;1;0;16.06.2020;Vienna;Austria;48.217551691158214, 16.345158084987617;Austria, Vienna, Alsergrund
16461465;Go Vintage Studio;107992289;Mariahilf;Entire home/apt;120;3;75;02.03.2020;Січ.78;1;361;16.06.2020;Vienna;Austria;48.189038050404356, 16.345813399081326;Austria, Vienna, Mariahilf
16511801;Senator Suite Stephansplatz Top 4;8632750;Innere Stadt;Entire home/apt;360;2;33;26.12.2019;0.8;82;342;16.06.2020;Vienna;Austria;48.20834378784582, 16.369188639980244;Austria, Vienna, Innere Stadt
16514806;Hazel maid's Home, 65m², sweet, beautiful & Tidy;108559702;Brigittenau;Entire home/apt;65;1;74;23.01.2020;Січ.76;1;97;16.06.2020;Vienna;Austria;48.24194508515549, 16.379519575753015;Austria, Vienna, Brigittenau
16574615;Mini-apartment on Vienna's Naschmarkt;24403804;Margareten;Entire home/apt;100;1;38;01.03.2020;0.9;7;85;16.06.2020;Vienna;Austria;48.19574609224922, 16.35659707284197;Austria, Vienna, Margareten
16609034;Spacious Skyline Apartment;108811659;Dbling;Entire home/apt;180;2;10;11.10.2019;0.26;17;1;16.06.2020;Vienna;Austria;48.252192764333174, 16.33081082632134;Austria, Vienna, Dbling
16626378;Deluxe Apartment with Balcony V1;108811659;Dbling;Entire home/apt;195;2;10;02.06.2019;0.26;17;0;16.06.2020;Vienna;Austria;48.25102044339999, 16.330907146952793;Austria, Vienna, Dbling
16662366;6 rooms 4 bathrooms near old city & Opera House;518644;Margareten;Entire home/apt;150;30;34;01.08.2019;0.88;52;138;16.06.2020;Vienna;Austria;48.193207916270275, 16.35824872612683;Austria, Vienna, Margareten
16729211;Danube Flat - cosy & quiet apartment by Alte Donau;110920852;Donaustadt;Entire home/apt;58;3;6;27.04.2019;0.15;1;1;16.06.2020;Vienna;Austria;48.23288792223134, 16.44185179299677;Austria, Vienna, Donaustadt
17660159;cozy centrally located city apartment! :);43685942;Margareten;Entire home/apt;30;2;24;08.03.2020;0.62;1;13;16.06.2020;Vienna;Austria;48.18619719968751, 16.354296249461918;Austria, Vienna, Margareten
17697157;Holiday Home Lucy 3;120569999;Simmering;Entire home/apt;105;3;4;15.12.2019;0.14;5;236;16.06.2020;Vienna;Austria;48.175704229480694, 16.425219234493053;Austria, Vienna, Simmering
17923470;Sunny City Apartment;122885688;Donaustadt;Entire home/apt;40;3;48;21.09.2019;Січ.32;1;0;16.06.2020;Vienna;Austria;48.22835142678711, 16.420986439416975;Austria, Vienna, Donaustadt
18013053;Penthouse Suite close to Opera & Karlskirsche#1/10;1996189;Innere Stadt;Entire home/apt;264;2;8;02.07.2019;0.22;10;281;16.06.2020;Vienna;Austria;48.201453173416986, 16.36920225906853;Austria, Vienna, Innere Stadt
18310183;THE CENTER APARTMENT;126612127;Innere Stadt;Entire home/apt;60;2;67;11.03.2018;Січ.74;1;0;16.06.2020;Vienna;Austria;48.21005397049932, 16.373376824648545;Austria, Vienna, Innere Stadt
18447101;Big room/Traffic center/convenient/Vintage/balcony;127879376;Meidling;Entire home/apt;50;2;34;03.12.2019;0.89;2;364;16.06.2020;Vienna;Austria;48.18122173551761, 16.341723345406745;Austria, Vienna, Meidling
18467266;Supreme Vienna Studio Black;120885409;Whring;Entire home/apt;289;2;19;25.09.2019;0.54;2;365;16.06.2020;Vienna;Austria;48.21792048269578, 16.342187264009944;Austria, Vienna, Whring
18784249;Cosy appartment - perfect for singles or students;130731614;Favoriten;Entire home/apt;67;21;19;01.04.2020;0.51;1;0;16.06.2020;Vienna;Austria;48.17439323983822, 16.364524228831975;Austria, Vienna, Favoriten
19230048;Luxus-Apartement Wien (IV) VIVIENNE;67605708;Leopoldstadt;Entire home/apt;65;2;13;30.12.2019;0.36;4;355;16.06.2020;Vienna;Austria;48.22115619901028, 16.37335757827758;Austria, Vienna, Leopoldstadt
19264213;Cosy Wohnung in der Nähe von  Doauinsel und UN;79031598;Donaustadt;Entire home/apt;45;1;0;;;1;0;16.06.2020;Vienna;Austria;48.24889950761487, 16.43291847367768;Austria, Vienna, Donaustadt
19372471;Casa Alte-Donau;135796300;Donaustadt;Entire home/apt;120;4;0;;;1;0;16.06.2020;Vienna;Austria;48.21505032957323, 16.442702996292578;Austria, Vienna, Donaustadt
19577987;Big apartment, near center with parking-spot;2305600;Wieden;Entire home/apt;80;3;42;27.10.2019;Січ.18;3;0;16.06.2020;Vienna;Austria;48.19012634515161, 16.372609103504452;Austria, Vienna, Wieden
19729707;Schönbrunn Apartment.;36119094;Hietzing;Entire home/apt;45;2;21;28.12.2019;0.6;1;77;16.06.2020;Vienna;Austria;48.18768301280051, 16.283609638730493;Austria, Vienna, Hietzing
19820966;Sonnige, gemütliche Wohnung in der Josefstadt;1731656;Josefstadt;Entire home/apt;50;1;2;14.08.2017;0.06;1;0;16.06.2020;Vienna;Austria;48.208247473821686, 16.343356045161492;Austria, Vienna, Josefstadt
19929924;MODERN APARTMENT near Naschmarkt & Centre;50945012;Margareten;Entire home/apt;72;1;64;01.09.2018;Січ.84;42;295;16.06.2020;Vienna;Austria;48.19287658408191, 16.35436912121714;Austria, Vienna, Margareten
20009590;Artsy apartment close to city center;19997;Neubau;Entire home/apt;55;14;0;;;1;30;16.06.2020;Vienna;Austria;48.200158407412346, 16.341403205180146;Austria, Vienna, Neubau
20031696;Gute Aussicht;142266610;Brigittenau;Entire home/apt;38;5;7;21.07.2018;0.2;1;0;16.06.2020;Vienna;Austria;48.22736794864752, 16.369014528375008;Austria, Vienna, Brigittenau
20032869;Vienna City Center - Apartment at Stephansplatz;142279854;Innere Stadt;Entire home/apt;180;2;94;04.03.2020;Лют.72;1;180;16.06.2020;Vienna;Austria;48.20940004977863, 16.374804389208126;Austria, Vienna, Innere Stadt
20172188;FENDI FLAT Vienna;126876994;Margareten;Entire home/apt;59;1;65;02.06.2019;01.Вер;2;0;16.06.2020;Vienna;Austria;48.18387088611744, 16.353989788241144;Austria, Vienna, Margareten
20231813;Comfy  41m2 flat in the 20th district;96338006;Brigittenau;Entire home/apt;40;1;40;23.02.2020;Січ.15;2;167;16.06.2020;Vienna;Austria;48.23396195956406, 16.38720765391446;Austria, Vienna, Brigittenau
20350601;Beautiful little apartment with balcony!;145148673;Landstra§e;Entire home/apt;44;3;10;27.09.2019;0.83;1;166;16.06.2020;Vienna;Austria;48.194924160373645, 16.39601384808921;Austria, Vienna, Landstra§e
20398241;Welcome to the green oasis;1762778;Favoriten;Entire home/apt;45;3;25;01.01.2020;0.72;1;0;16.06.2020;Vienna;Austria;48.14372317450185, 16.38553622413909;Austria, Vienna, Favoriten
20436516;Spacious bright flat between Schönbrunn and City;21975629;Meidling;Entire home/apt;35;2;3;03.09.2017;0.09;1;0;16.06.2020;Vienna;Austria;48.17867508695094, 16.334721658225952;Austria, Vienna, Meidling
20753464;Charming apartment next to city park;3024646;Landstra§e;Entire home/apt;129;3;72;16.01.2020;Лют.15;1;304;16.06.2020;Vienna;Austria;48.2053166952804, 16.388109126212747;Austria, Vienna, Landstra§e
20780524;Wohnung 15. Bez.‎ Wien, Kategorie: A;132253410;Rudolfsheim-Fnfhaus;Entire home/apt;125;1;3;01.12.2019;0.09;1;365;16.06.2020;Vienna;Austria;48.20086212303237, 16.329173328832223;Austria, Vienna, Rudolfsheim-Fnfhaus
20899559;One cosy flat;150145990;Leopoldstadt;Entire home/apt;30;1;47;28.06.2019;Січ.41;1;0;16.06.2020;Vienna;Austria;48.22074152106306, 16.403918865627357;Austria, Vienna, Leopoldstadt
21145857;Big bright historical flat near first district;3019395;Josefstadt;Entire home/apt;65;3;32;14.03.2020;0.99;2;181;16.06.2020;Vienna;Austria;48.21041632126428, 16.34470000500183;Austria, Vienna, Josefstadt
21237698;Der Tempel – das Wohnatelier mit Loftcharakter;95221011;Innere Stadt;Entire home/apt;110;2;8;19.10.2019;0.25;1;335;16.06.2020;Vienna;Austria;48.21482335465275, 16.37116046023434;Austria, Vienna, Innere Stadt
21904291;großzügiges Apartment 88m²;143888695;Simmering;Entire home/apt;75;1;7;25.05.2019;0.23;2;307;16.06.2020;Vienna;Austria;48.18094911789203, 16.405632912605572;Austria, Vienna, Simmering
21945351;Belvedere, Naschmarkt, Hauptbahnhof - Near All!;833967;Wieden;Entire home/apt;42;3;169;09.03.2020;Тра.46;4;319;16.06.2020;Vienna;Austria;48.18855224915979, 16.36827119500857;Austria, Vienna, Wieden
22239484;Gustav Mahler Apartment;37769736;Innere Stadt;Entire home/apt;55;3;12;29.08.2019;0.41;9;362;16.06.2020;Vienna;Austria;48.21112588599721, 16.370525200377074;Austria, Vienna, Innere Stadt
22279048;Decorative Apartment in Grinzing;36333044;Dbling;Entire home/apt;100;1;0;;;3;0;16.06.2020;Vienna;Austria;48.25761620724055, 16.33376995632792;Austria, Vienna, Dbling
22388912;Donald Duck Apartment (Family, Baby, Friends);163735053;Hernals;Entire home/apt;90;1;18;21.08.2019;0.66;7;262;16.06.2020;Vienna;Austria;48.2214762807786, 16.332555508584885;Austria, Vienna, Hernals
22677666;Pezzl Ivory with balcony;54441651;Hernals;Entire home/apt;99;1;0;;;37;269;16.06.2020;Vienna;Austria;48.22122902526507, 16.330052592311205;Austria, Vienna, Hernals
22678849;Pezzl Grand;54441651;Hernals;Entire home/apt;180;1;32;02.02.2020;Січ.16;37;288;16.06.2020;Vienna;Austria;48.21970804689941, 16.330903348284174;Austria, Vienna, Hernals
22729127;The perfect place for tourists;167758549;Margareten;Entire home/apt;40;3;18;18.08.2019;0.68;1;0;16.06.2020;Vienna;Austria;48.186308625488465, 16.356499104262618;Austria, Vienna, Margareten
22804275;Stylish Viennese Apartment & typical Herringbone Floorboards near City Center;107997171;Landstra§e;Entire home/apt;55;2;97;19.03.2020;Бер.37;12;96;16.06.2020;Vienna;Austria;48.20687846317879, 16.38722774456605;Austria, Vienna, Landstra§e
22859670;Apartment „Holiday“;38054509;Alsergrund;Entire home/apt;55;2;111;15.03.2020;Бер.89;5;285;16.06.2020;Vienna;Austria;48.22280171194535, 16.353351384621966;Austria, Vienna, Alsergrund
22904783;Modern 3 rm. apt., 19th dist., central location;18235698;Dbling;Entire home/apt;95;2;61;15.02.2020;Лют.19;1;305;16.06.2020;Vienna;Austria;48.2407052717848, 16.335833757523357;Austria, Vienna, Dbling
23081275;Moderne Garconniere nahe Zentrum;153367587;Landstra§e;Entire home/apt;47;3;100;12.06.2020;Бер.75;6;174;16.06.2020;Vienna;Austria;48.19592234008859, 16.39517412360203;Austria, Vienna, Landstra§e
23156315;Helle Altbauwohnung 72m² - bright 3 Room Apartment;131671188;Alsergrund;Entire home/apt;150;1;70;15.03.2020;Лют.46;14;365;16.06.2020;Vienna;Austria;48.22620863387879, 16.35011342623283;Austria, Vienna, Alsergrund
23243501;TOP WOHNUNG 1180 Wien/Währingerstraße  75m²;123563244;Whring;Entire home/apt;80;3;37;09.03.2020;Січ.33;2;361;16.06.2020;Vienna;Austria;48.226776126470334, 16.3413597918317;Austria, Vienna, Whring
23268694;Apartment with 2 bedrooms and balcony;9403216;Rudolfsheim-Fnfhaus;Entire home/apt;100;5;70;05.06.2020;Лют.61;24;189;16.06.2020;Vienna;Austria;48.18926374072786, 16.33092197659197;Austria, Vienna, Rudolfsheim-Fnfhaus
23558385;CheckVienna - Kroellgasse 1 bedroom;2816192;Rudolfsheim-Fnfhaus;Entire home/apt;440;2;39;02.03.2020;Січ.45;91;365;16.06.2020;Vienna;Austria;48.19387499850461, 16.321408123439205;Austria, Vienna, Rudolfsheim-Fnfhaus
23570583;CheckVienna - Inzersdorferstrasse;2816192;Favoriten;Entire home/apt;440;1;11;12.02.2019;0.4;91;365;16.06.2020;Vienna;Austria;48.17212918101757, 16.367749368861027;Austria, Vienna, Favoriten
23683296;Designerwohnung - direkt am Naschmarkt;62948754;Mariahilf;Entire home/apt;95;2;6;08.12.2019;0.22;1;0;16.06.2020;Vienna;Austria;48.19877162820478, 16.360486438319793;Austria, Vienna, Mariahilf
23737993;Geräumiges Apartment,schön möbliert, sehr zentral!;13222610;Rudolfsheim-Fnfhaus;Entire home/apt;65;2;1;22.03.2018;0.04;1;0;16.06.2020;Vienna;Austria;48.19844120807502, 16.326807740716912;Austria, Vienna, Rudolfsheim-Fnfhaus
23833696;Studio Apartment close to Vienna Center VolksOper;178831850;Whring;Entire home/apt;48;2;74;01.01.2020;Лют.79;1;90;16.06.2020;Vienna;Austria;48.22416016790136, 16.34594719366294;Austria, Vienna, Whring
23886130;MODERN 122 M2 TERRACE APARTMENT W/OPTIONAL GARAGE;172875861;Mariahilf;Entire home/apt;200;3;61;26.01.2019;Лют.27;1;0;16.06.2020;Vienna;Austria;48.19143662606458, 16.34889871169709;Austria, Vienna, Mariahilf
23914716;Spacious location ideal for exploring Vienna;179748607;Simmering;Entire home/apt;23;3;22;21.09.2019;0.86;1;41;16.06.2020;Vienna;Austria;48.1688901336492, 16.413022631148554;Austria, Vienna, Simmering
24141479;New! Charming central appartment;63681471;Ottakring;Entire home/apt;47;1;122;15.03.2020;Тра.17;1;172;16.06.2020;Vienna;Austria;48.213166880182754, 16.33200556298551;Austria, Vienna, Ottakring
24154945;Apartment 12;7247851;Leopoldstadt;Entire home/apt;85;2;79;02.03.2020;Лют.98;1;211;16.06.2020;Vienna;Austria;48.2218468638645, 16.400666753138143;Austria, Vienna, Leopoldstadt
24219935;D37 City Apartment close to city centre;51562386;Rudolfsheim-Fnfhaus;Entire home/apt;34;28;3;25.08.2019;0.12;12;240;16.06.2020;Vienna;Austria;48.199951390538615, 16.324614671830442;Austria, Vienna, Rudolfsheim-Fnfhaus
24236435;Lovely Apartment 9th district;2598802;Alsergrund;Entire home/apt;75;1;1;15.02.2020;0.24;2;0;16.06.2020;Vienna;Austria;48.22308766215628, 16.35271865338979;Austria, Vienna, Alsergrund
24401703;Gemütliche Ein-Zimmer Wohnung in Wien Döbling;53974372;Dbling;Entire home/apt;40;5;14;05.11.2019;0.54;1;322;16.06.2020;Vienna;Austria;48.243391741890065, 16.35543607729163;Austria, Vienna, Dbling
24443811;Am Rabensteig;101614640;Innere Stadt;Entire home/apt;74;1;6;13.02.2020;0.31;17;307;16.06.2020;Vienna;Austria;48.212031869015775, 16.374337481003746;Austria, Vienna, Innere Stadt
24452052;Serviten - 300-1;101614640;Alsergrund;Entire home/apt;168;1;6;04.03.2020;0.24;17;4;16.06.2020;Vienna;Austria;48.22259541134093, 16.366675688105982;Austria, Vienna, Alsergrund
24452917;Apartment - 110-1;101614640;Favoriten;Entire home/apt;164;1;10;09.05.2019;0.4;17;92;16.06.2020;Vienna;Austria;48.1730012851371, 16.37746436787127;Austria, Vienna, Favoriten
24953513;checkVIENNA - Wilhelmstrasse;2816192;Meidling;Entire home/apt;440;2;4;23.12.2019;0.27;91;365;16.06.2020;Vienna;Austria;48.17886673345389, 16.337903200319342;Austria, Vienna, Meidling
25105143;City Center Residence near St. Stephen's Cathedral;189066567;Innere Stadt;Entire home/apt;170;3;11;06.10.2019;0.49;16;154;16.06.2020;Vienna;Austria;48.20738862294798, 16.376241362955863;Austria, Vienna, Innere Stadt
25152195;Viennapartment StuT24;32171477;Leopoldstadt;Entire home/apt;120;4;1;24.08.2018;0.05;7;0;16.06.2020;Vienna;Austria;48.218319221478474, 16.404939789189303;Austria, Vienna, Leopoldstadt
25313636;Minimal, Classic, Bright and Central Apartment;25574721;Neubau;Entire home/apt;45;3;15;19.05.2019;0.6;1;0;16.06.2020;Vienna;Austria;48.19935951162249, 16.342042774505202;Austria, Vienna, Neubau
